EDU1CDL,21ST CENTURY DIGITAL LEARNERS 
ITA4HON,ITALIAN 4 
ITA4HNP,ITALIAN 4 
ITA3005,ITALIAN 5 
ITA3006,ITALIAN 6 
ITA4007,ITALIAN 7 
ITA4008,ITALIAN 8 
ITA4HSS,ITALIAN HONOURS SPECIAL SUBJECT 
JPN1001,JAPANESE 1 
JPN1002,JAPANESE 2 
JPN2003,JAPANESE 3 
JPN2004,JAPANESE 4 
JPN3005,JAPANESE 5 
JPN3006,JAPANESE 6 
JPN4007,JAPANESE 7 
JPN4008,JAPANESE 8 
JPN3JAL,JAPANESE FOR ASIAN LITERACY 
JPN4HON,JAPANESE HONOURS THESIS 
JPN4HNP,JAPANESE HONOURS THESIS - PART-TIME 
JPN4HNJ,JAPANESE HONOURS THESIS JOINT PART-TIME 
JPN4LNA,JAPANESE LANGUAGE 4A 
JPN4LNB,JAPANESE LANGUAGE 4B 
LAW3JMT,JESSUP MOOT 
LAW5JMT,JESSUP MOOT 
LST4TJA,JOINT HONOURS THESIS A 
LST4TJB,JOINT HONOURS THESIS B 
JRN2DES,JOURNALISM AND DESIGN 
JRN5NIJ,JOURNALISM INTERNSHIP 
JRN5JIN,JOURNALISM INTERNSHIP 
JRN2CAJ,JOURNALISM RESEARCH 
LAW3JUR,JURISPRUDENCE 
LAW2JAA,JUSTICE AFTER ATROCITY 
LAW3JUS,JUSTICE AFTER ATROCITY 
LAW5JUS,JUSTICE AFTER ATROCITY 
LST2JCC,JUSTICE AND COMMUNITY CASE MANAGEMENT 
POL3LAC,"JUSTICE, FREEDOM AND DIFFERENCE: ISSUES IN CONTEMPORARY POLITICAL THEORY "
LAW3JRL,"JUSTICE, RIGHTS AND LAW "
LCR3JVJ,JUVENILE JUSTICE 
DST4COR,KEY ISSUES IN SOCIAL THEORY AND RESEARCH 
ANT3KAM,"KINSHIP, GENDER AND MARRIAGE "
BUS5KMS,KNOWLEDGE MANAGEMENT SYSTEMS 
PHI2KIS,"KNOWLEDGE, INDIVIDUAL AND SOCIETY "
AGR3LS,LAND AND SOIL MANAGEMENT 
CIV3LIS,LAND INFORMATION SYSTEMS 
AGR2LMT,LAND MANAGEMENT 
ENV3LEC,LANDSCAPE ECOLOGY AND CONSERVATION 
LIN3GEN,LANGUAGE AND GENDER 
LIN2LAG,LANGUAGE AND GESTURE 
LLH4RMS,LANGUAGE AND LINGUISTICS HONOURS RESEARCH METHODS SEMINAR 
LIN3DCW,LANGUAGE DIVERSITY IN CONNECTED WORLD 
LIN3LAA,LANGUAGE IN ABORIGINAL AUSTRALIA 
LIN2LAS,LANGUAGE IN ASIA 
LIN2LSO,LANGUAGE IN SOCIETY 
EDU2LLC,"LANGUAGE, LITERACIES AND COMMUNICATION "
EDU1LLL,"LANGUAGE, LITERATURE AND LITERACY: BEGINNING SPEAKING AND WRITING "
EDU4LA1,LANGUAGES SECONDARY CURRICULUM 1 
EDU4LA2,LANGUAGES SECONDARY CURRICULUM 2 
VET3LAH,LARGE ANIMAL HEALTH CARE 
CAH2LTA,LATIN A 
SPA3LAT,LATIN AMERICA TODAY 
LAS4HON,LATIN AMERICAN STUD 4 
LAS4HNP,LATIN AMERICAN STUD 4 
LAS4HNJ,LATIN AMERICAN STUD 4 
CAH2LTB,LATIN B 
LST1LOJ,LAW AND (DIS)ORDER 
JRN5LEJ,LAW AND ETHICS IN JOURNALISM 
LAW5LGB,LAW AND GLOBALISATION 
LST3LID,LAW AND INTERNATIONAL DEVELOPMENT 
PHE3LMH,LAW AND MANAGEMENT IN HEALTH 
LAW2LAM,LAW AND MEDICINE 
LCR2CBP,LAW AND PRACTICE OF CUSTOMS AND BORDER PROTECTION 
LAW4THA,LAW HONOURS THESIS PART A 
LAW4THB,LAW HONOURS THESIS PART B 
LAW5INB,LAW INTERNSHIP B 
LAW4INB,LAW INTERNSHIP B 
LST2LBA,LAW OF BUSINESS ASSOCIATION 
NSG1ECV,"LAW, ETHICS AND COMMUNICATIONS "
LAW3LIE,"LAW, INNOVATION & ENTREPRENEURSHIP "
LAW5LIE,"LAW, INNOVATION & ENTREPRENEURSHIP "
LST2LJP,"LAW, JUSTICE AND POWER "
LST3LPC,"LAW, POLICY AND COMMUNITY "
LST3LSJ,"LAW, RIGHTS AND SOCIAL JUSTICE "
MGT3LWX,LEADERSHIP 
MGT3LWM,LEADERSHIP 
EDU4LAM,LEADERSHIP AND MANAGEMENT IN EARLY CHILDHOOD EDUCATION 
EDU5LTB,LEADERSHIP AND TEAM BUILDING 
SWP5LSW,LEADERSHIP IN SOCIAL WORK 
EDU5LDI,"LEADERSHIP, DIVERSITY AND INCLUSION "
MGT5LIC,"LEADERSHIP, INNOVATION AND CHANGE "
BUS3LD,LEADING DISRUPTION 
OED2OLA,LEADING GROUPS IN OUTDOOR ENVIRONMENTS 
SWP5LIC,"LEADING, INSPIRING AND CLARITY OF PURPOSE "
EDU5LPP,LEARNING AND PROFESSIONAL PRACTICE 
EDU5LNC,LEARNING AND THE NATURE OF COMMUNICATION 
EDU5LDP,LEARNING DIFFERENCES AND PEDAGOGY 
EDU3LDD,LEARNING DIFFICULTIES AND DISABILITIES 
EDU3LRE,LEARNING FOR CATHOLIC RELIGIOUS EDUCATION 
HLT1LHS,LEARNING IN HEALTH SCIENCES 
EDU4LJP,LEARNING JOURNEY PORTFOLIO 
EDU1LLI,LEARNING LITERACY 
EDU1LNU,LEARNING NUMERACY 
EDU2LMS,LEARNING: MULTIMEDIA STRATEGIES 
EDU1LEP,LEGAL AND ETHICAL PRACTICE 
LAW3LCL,"LEGAL CHANGE, LEGISLATION AND LAW REFORM "
LAW3CIP,LEGAL DISRUPTION 
LAW5CIP,LEGAL DISRUPTION 
LAW1LIM,LEGAL INSTITUTIONS AND METHODS 
LAW4INT,LEGAL INTERNSHIP 
LAW5INT,LEGAL INTERNSHIP 
LAW3LPC,LEGAL PRACTICE AND CONDUCT 
LAW4LPP,LEGAL PRACTICE AND CONDUCT CLINICAL PLACEMENT 
LAW5PPC,LEGAL PRACTICE AND PROFESSIONAL CONDUCT 
LAW5PMI,"LEGAL PROCESS, METHODS AND INSTITUTIONS "
LAW3RPS,"LEGAL RIGHTS, POVERTY AND LEGAL SERVICES "
LST3LWC,LEGAL STUDIES WORKPLACE COMPETENCE 
LAW5LRE,LEGAL THEORY AND METHODOLOGY 
MGT5LEV,LEVERAGING ENTREPRENEURIAL VENTURES 
SWP2LCD,LIFE COURSE DEVELOPMENT 
HIS3RTP,"LIFE STORIES, ORAL HISTORY AND MEMORY "
DTN3LSP,LIFESPAN NUTRITION 
DTN4LPN,LIFESPAN NUTRITION 
MAT2LAL,LINEAR ALGEBRA 
ELE2CIR,LINEAR CIRCUITS AND SIGNALS 
STM3LPP,LINEAR PROGRAMMING AND PROBABILITY 
LIN4HNJ,LINGUISTICS 4 
LIN4HON,LINGUISTICS 4 
LIN4HNP,LINGUISTICS 4 
EDU4LNP,LITERACY AND NUMERACY FOR PROFESSIONAL EDUCATORS 
EDU5LNS,LITERACY AND NUMERACY IN SECONDARY SCHOOL 
HIS2LBN,"LITTLE BRITAIN: CULTURE, SOCIETY AND THE END OF EMPIRE "
SCI1LS1,LIVING SYSTEMS 1 
SCI1LS2,LIVING SYSTEMS 2 
PHE2LCI,LIVING WITH CHRONIC CONDITIONS 
PHE3LDB,LIVING WITH DISABILITY IN THE AUSTRALIAN COMMUNITY B 
CSE3LNP,LOCAL AREA NETWORK PROTOCOLS 
CSE5LNP,LOCAL AREA NETWORK PROTOCOLS 
PHI2LAL,LOGIC: ANALYTIC AND SYSTEMATIC REASONING 
JRN5JFL,"LONG-FORM JOURNALISM: HISTORY, THEORY, PRACTICE "
ARH2LIC,"LOOTING, ICONACLASM AND CENSORSHIP "
PHI2LSV,LOVE SOLIDARITY VIOLENCE 
CSE5ML,MACHINE LEARNING 
CSE2MLX,MACHINE LEARNING 
OCT5MSP,MACRO STRATEGIES FOR ADVANCED PROFESSIONAL PRACTICE 
ECO2MFG,"MACROECONOMIC FLUCTUATIONS, GROWTH AND POLICY "
CSE4CPA,MAJOR COMPUTER ENGINEERING PROJECT A 
CSE4CPB,MAJOR COMPUTER ENGINEERING PROJECT B 
CSE5MDP,MAJOR DEVELOPMENT PROJECT 
PAR3MIM,MAJOR INCIDENT MANAGEMENT 
CSE5MPA,MAJOR PROJECT A 
CSE5MPB,MAJOR PROJECT B 
CSE3MP1,MAJOR PROJECT PART 1 
CSE3MP2,MAJOR PROJECT PART 2 
DST5CTD,MAKING DEVELOPMENT MATTER 
DST2CTD,MAKING DEVELOPMENT MATTER 
HIS3MHI,MAKING HISTORY: COMMUNICATING THE PAST 
LIN2MKM,MAKING MEANING 
MAC1MME,MAKING MEDIA 
PHI2MMW,MAKING OF THE MODERN WESTERN WORLD VIEW 
SOC2TCS,MAKING SENSE OF MODERN SOCIAL LIFE 
EDU2MSW,MAKING SENSE OF THEIR WORLD 
DRA1MKT,MAKING THEATRE 
ENV3MFC,MALLEE FIELD COURSE 
BUS2WDX,MANAGE DIVERSITY 
VU21032,MANAGE THE DISCOVERY OF HUMAN SKELETAL REMAINS 
VU22267,MANAGE THE DISCOVERY OF HUMAN SKELETAL REMAINS 
ACC5MCR,MANAGEMENT ACCOUNTING 
NSM5MAN,MANAGEMENT IN NURSING AND MIDWIFERY 
BUO5ISK,MANAGEMENT INFORMATION SYSTEMS AND KNOWLEDGE MANAGEMENT 
HIM2MHI,MANAGEMENT OF HEALTH INFORMATION 
HIM2MHA,MANAGEMENT OF HEALTH INFORMATION A 
HIM2MHB,MANAGEMENT OF HEALTH INFORMATION B 
HIM3MHC,MANAGEMENT OF HEALTH INFORMATION C 
HIM4MHD,MANAGEMENT OF HEALTH INFORMATION D 
PHE6MHO,MANAGEMENT OF HEALTH ORGANISATIONS 
POR4MUL,MANAGEMENT OF THE UPPER LIMB 
MGT5MPT,MANAGEMENT PRACTICE AND THEORY 
ECO2MEC,MANAGERIAL ECONOMICS 
MGT2IMG,MANAGING ACROSS BORDERS 
MGT2IMX,MANAGING ACROSS BORDERS 
PHE5ACW,MANAGING ATHLETE AND COACH WELFARE 
PTY5MCP,MANAGING COMPLEXITY IN CLINICAL PRACTICE 
NSG5MHP,MANAGING HEALTHCARE PERSONNEL 
MGT5MSG,MANAGING INNOVATION FOR SPORT GROWTH 
MGT5MIO,MANAGING INNOVATION IN ORGANIZATIONS 
BUS5MIP,MANAGING IT PROJECTS 
EDU5MLE,MANAGING LEARNING ENVIRONMENTS 
MGT5MSM,MANAGING MEDIA RELATIONS IN SPORT 
EDU5MOC,MANAGING ORGANISATIONAL CHANGE 
BUO5MGT,MANAGING PEOPLE AND CULTURE 
BUA5MGT,MANAGING PEOPLE AND CULTURE 
CSE2CPX,MANAGING PROJECTS IN THE CLOUD 
LST5RLS,MANAGING RISK AND LAW IN SPORT 
MGT5MSB,MANAGING THE SPORT BRAND 
HUS1MAP,MAPPING THE WORLD: VISUALISING AND UNDERSTANDING SPACE IN THE PAST AND PRESENT 
GEG1MAV,"MAPPING, ANALYSING AND VISUALISING DATA "
FIN5MRM,MARKET RISK MANAGEMENT 
MKT2MRX,"MARKET, AUDIENCE & SOCIAL RESEARCH "
MKT3MRE,"MARKET, AUDIENCE AND SOCIAL RESEARCH "
MKT2MRE,"MARKET, AUDIENCE AND SOCIAL RESEARCH "
ECO3MKE,MARKETING ECONOMICS 
LST3MAL,MARKETING LAW 
MKT5MMA,MARKETING MANAGEMENT 
AGR3MRP,MARKETING OF RURAL PRODUCTS AND SERVICES 
MKT1MDX,MARKETING: STAND AND DELIVER 
OED5OEP,MASTER OF OUTDOOR AND ENVIRONMENTAL EDUCATION PROJECT 
OED5OET,MASTER OF OUTDOOR AND ENVIRONMENTAL EDUCATION THESIS 
OED5OTA,MASTER OF OUTDOOR AND ENVIRONMENTAL EDUCATION THESIS A 
OED5OTB,MASTER OF OUTDOOR AND ENVIRONMENTAL EDUCATION THESIS B 
SWP5MRA,MASTERING ONESELF: LEADERSHIP IN REFLECTION AND ACTION 
BUS5THE,MASTERS BUSINESS RESEARCH THESIS 
HUM5RE1,MASTERS RESEARCH THESIS/PROJECT 
HUM5RE4,MASTERS RESEARCH THESIS/REPORT 
HUM5RE2,MASTERS RESEARCH THESIS/REPORT 
HUM5RE3,MASTERS RESEARCH THESIS/REPORT 
STA5THA,MASTERS STATISTICS THESIS A 
STA5THB,MASTERS STATISTICS THESIS B 
CHE2MES,MATERIALS IN ENGINEERING AND SCIENCE 
NSM4MCH,MATERNAL AND CHILD HEALTH PRACTICE 
MAT1MAB,MATHEMATICAL APPLICATIONS IN BIOLOGY 
EDU0ST3,MATHEMATICAL COMMUNICATION 
MAT4MDS,MATHEMATICS FOR DATA SCIENCE 
MAT1MIT,MATHEMATICS FOR IT 
EDU4MFU,MATHEMATICS FOR UNDERSTANDING 
EDU0MAF,MATHEMATICS FOUNDATIONS 
EDU4MS1,MATHEMATICS SECONDARY CURRICULUM 1 
EDU4MS2,MATHEMATICS SECONDARY CURRICULUM 2 
MAT4THA,MATHEMATICS THESIS A 
MAT4THB,MATHEMATICS THESIS B 
BUA5RP1,MBA RESEARCH PROJECT (1) 
BUA5RP2,MBA RESEARCH PROJECT (2) 
BUA5RP3,MBA RESEARCH PROJECT (3) 
BUA5RP4,MBA RESEARCH PROJECT (4) 
BUA5MST,MBA STUDY TOUR 
ELE3MIN,MEASUREMENT AND INSTRUMENTATION 
PHY1MO,MEASUREMENT AND OBSERVATION 
MEC3MCD,MECHANICAL COMPONENT DESIGN 
MAT2MEC,MECHANICS 
CIV5MCM,MECHANICS OF COMPOSITE MATERIALS 
EMS1MS,MECHANICS OF SOLIDS 
EDU4ME1,MEDIA SECONDARY CURRICULUM 1 
MAC2MLE,"MEDIA, LAW AND ETHICS "
MSS4HNP,MEDIA: SCREEN + SOUND 4 
MSS4HNJ,MEDIA: SCREEN + SOUND HONOURS THESIS 
MSS4HON,MEDIA: SCREEN + SOUND HONOURS THESIS 
LAW3MST,MEDIATION: SKILLS AND THEORY 
MIC2MMV,MEDICAL AND VETERINARY MICROBIOLOGY 
POD5MCF,MEDICAL CONDITIONS AFFECTING THE FOOT 
MIC2MMP,MEDICAL MICROBIOLOGY FOR PODIATRY 
MIC1MMP,MEDICAL MICROBIOLOGY FOR PODIATRY 
HIM1MTA,MEDICAL TERMINOLOGY 
CHE3MBC,MEDICINAL AND BIOINORGANIC CHEMISTRY 
CHE2MOC,MEDICINAL AND ORGANIC CHEMISTRY 
CHE2MCA,MEDICINAL CHEMISTRY A 
DEN2MED,MEDICINE FOR DENTISTRY 
LAW3MDC,MENTAL DISORDER AND CRIMINAL RESPONSIBILITY 
PHE2MHR,MENTAL HEALTH AND REHABILITATION 
EDU3MHW,MENTAL HEALTH AND WELLBEING 
PHE3MHP,MENTAL HEALTH PHARMACOLOGY 
LTU3PLA,MENTORING AND ADVISING 
FIN3MAQ,MERGERS AND ACQUISITIONS 
PHY4MES,MESOSCOPIC NANOSCIENCE 
STA5MA,META ANALYSIS 
BIO2MBC,METABOLIC BIOCHEMISTRY 
BCM202,METABOLIC BIOCHEMISTRY AND CELL BIOLOGY 
BCH2MBC,METABOLIC BIOCHEMISTRY AND CELL BIOLOGY 
PHI3MFQ,METAPHYSICS: FUNDAMENTAL QUESTIONS 
EDU4MLA,METHODS A - CURRICULUM IN FOCUS 
EDU4MLB,METHODS B - INTEGRATING CURRICULUM 
RMD5MGR,METHODS FOR GRADUATE RESEARCH 
EDU5MIL,METHODS FOR INDIVIDUALISED LEARNING 
ARC5GIM,METHODS IN GIS 
SOC3MSR,METHODS IN SOCIOLOGICAL RESEARCH 
EDU5MTE,METHODS OF TEACHING (EARLY YEARS) 
EDU5MTL,METHODS OF TEACHING (LATER YEARS) 
EDU5MTM,METHODS OF TEACHING (MIDDLE YEARS) 
EDU5MTS,METHODS OF TEACHING (SECONDARY) 
EDU4MTT,METHODS OF TEACHING TECHNOLOGY 
CSE5MQR,"METRICS, QUALITY AND RELIABILITY "
CSE3MQR,"METRICS, QUALITY AND RELIABILITY "
AGR3MIC,MICROBIOLOGY AND AQUATIC ANIMAL DISEASES 
MIC3MCO,MICROBIOLOGY AND CELL BIOLOGY FOR ORTHOPTICS 
ELE2MDD,MICROCONTROLLERS AND DIGITAL DESIGN 
ECM4MES,MICROECONOMETRICS 
ECO4MTA,MICROECONOMIC THEORY AND APPLICATIONS 
EDU3MLN,MIDDLE YEARS LITERACY AND NUMERACY 
MID2CLB,MIDWIFERY CARE IN LABOUR AND BIRTH 
NSM4MID,"MIDWIFERY FUNDAMENTALS, PREGNANCY AND BIRTH "
NSM4MFP,MIDWIFERY FUNDAMENTALS: POSTNATAL CARE 
NSM4MIP,MIDWIFERY IN PRACTICE 
SOC2MIN,"MIND, ""MADNESS"" AND SOCIETY: AN INTRODUCTION TO THE SOCIOLOGY OF MENTAL ILLNESS "
PHI3MBM,"MINDS, BRAINS, AND MACHINES: CONTEMPORARY PHILOSOPHY OF MIND "
CSE3MIP,MINOR PROJECT 
CSE2MIP,MINOR PROJECT 
HLT4MPA,MINOR RESEARCH PROJECT A 
HLT4MPB,MINOR RESEARCH PROJECT B 
HLT4MRT,MINOR RESEARCH THESIS 
EDU5MTH,MINOR THESIS 
PHE5THD,MINOR THESIS 
LAW4MIT,MINOR THESIS 
PHE5THB,MINOR THESIS 
GER5THC,MINOR THESIS 
GER5THB,MINOR THESIS 
PHE5THC,MINOR THESIS 
PHE5THA,MINOR THESIS 
GER5THA,MINOR THESIS 
LAW5MIT,MINOR THESIS 
GER5THD,MINOR THESIS 
EDU5MTA,MINOR THESIS A 
EDU5MTB,MINOR THESIS B 
HBS5MTE,"MINOR THESIS IN ERGONOMICS, SAFETY & HEALTH "
LAW5MCJ,MISCARRIAGE OF JUSTICE 
CSE4MPC,MOBILE AND PERVASIVE COMPUTING 
CSE2MAD,MOBILE APPLICATION DEVELOPMENT 
CSE2MAX,MOBILE APPLICATION DEVELOPMENT 
MIN2MOB,MOBILE STORYTELLING 
PLA4MOB,MOBILITIES AND TRANSPORT PLANNING 
SOC2SOM,MOBILITY WORK AND SOCIETY: MOBILE LIVES WITHIN AND ACROSS BORDERS 
ECM3MEC,MODELLING WITH ECONOMETRICS: CHALLENGES AND SOLUTIONS 
STA5MB,MODELS FOR BIOINFORMATICS 
EDU3MAL,MODELS OF APPLIED LEARNING 
ORT5MES,MODELS OF EYE SERVICE DELIVERY 
DRA2MOA,MODERN DRAMA 
BUS1ECW,MODERN ECONOMIES IN A CHANGING WORLD 
GST4HON,MODERN GREEK 4 
GST4HNP,MODERN GREEK 4 
GST4HNJ,MODERN GREEK 4 
PHY2MOD,MODERN PHYSICS 
ECO2MWE,MODERN WORLD ECONOMY 
GEN3HMG,MOLECULAR GENETICS 
GEN2MHG,MOLECULAR GENETICS 
GEN3MGG,MOLECULAR GENETICS AND GENOMICS 
GEN3LAB,MOLECULAR GENETICS AND GENOMICS LABORATORY COURSE 
CHE5MNS,MOLECULAR NANOSCIENCE 
CHE3MSS,MOLECULAR STRUCTURE & SPECTROSCOPY 
BIO1MGC,"MOLECULES, GENES AND CELLS "
HBS5EAM,MONITORING AND ASSESSEMENT OF PHYSICAL AND PSYCHOLOGICAL HAZARDS 
HIS3MOZ,MONTEZUMA TO ZAPATA - A HISTORY OF MEXICO 
HIS2MOZ,MONTEZUMA TO ZAPATA - A HISTORY OF MEXICO 
SPE3MBS,MOTOR BEHAVIOUR IN SPORT 
EXS2MCL,MOTOR CONTROL AND LEARNING 
ENV3ME,MOUNTAIN ECOSYSTEMS FIELD COURSE B 
CUACNM301,MOVE AND STORE COLLECTION MATERIAL 
EDU2MS,MOVEMENT STUDIES 1 
EDU4MS,MOVEMENT STUDIES 2 
HUS1MOV,"MOVING TEXT; PAGE, SCREEN AND STAGE "
GST2MAG,MULTICULTURAL AUSTRALIA: THE GREEK CONTRIBUTION. 
PHE2MHW,MULTICULTURAL PERSPECTIVES ON HEALTH AND WELLBEING 
LIN2MMM,MULTILINGUALISM MOBILITY AND MIGRATION 
CSE2MA,MULTIMEDIA AUTHORING 
JRN3MMJ,MULTIMEDIA JOURNALISM 
EDU4MLM,MULTIMODAL LITERACIES AND MATHEMATICS 
POD5MFP,MUSCULOSKELETAL BASIS OF FOOT AND LOWER LIMB PATHOLOGY 
SPE3MIP,MUSCULOSKELETAL MECHANICS AND INJURY PREVENTION 
HIS1MLH,"MYTH, LEGEND AND HISTORY "
EMS5NME,NANO AND MICRO-SCALE MANUFACTURING ENGINEERING 
PHY3NMF,NANOMATERIALS AND FABRICATION 
NAN3NST,NANOTECHNOLOGY STUDY TOUR 
POL2NAS,NATIONS AND STATES 
HIS2NCA,"NATIONS, EMPIRES AND CITIZENS: EUROPE AND THE WORLD "
CSE5NLP,NATURAL LANGUAGE PROCESSING 
OED1NS,NATURALIST STUDIES 
HIS2NGE,NAZI GERMANY AND GENOCIDE 
LAW3NEG,NEGOTIATION 
LAW5NGN,NEGOTIATION 
PLA4NMC,"NEGOTIATION, MEDIATION AND COMMUNITY CONSULTATION "
ELE5NDE,NETWORK DESIGN EXERCISE 
CSE2NEF,NETWORK ENGINEERING FUNDAMENTALS 
CSE2NFX,NETWORK ENGINEERING FUNDAMENTALS 
CSE5NEF,NETWORK ENGINEERING FUNDAMENTALS 
CSE5NSF,NETWORK SECURITY FUNDAMENTALS 
ELE5NSD,NETWORK SYSTEM DESIGN 
CSE3NSW,NETWORKS SYSTEMS AND WEB SECURITY 
CSE5NSW,"NETWORKS, SYSTEMS AND WEB SECURITY "
CSE3NWX,"NETWORKS, SYSTEMS AND WEB SECURITY "
PSY3NBC,NEURAL BASES OF CONSCIOUSNESS 
ORT3NEO,NEURO OPHTHALMOLOGY 
PSY5NBC,NEUROBIOLOGICAL AND CLINICAL DISORDERS IN CHILDHOOD 
PSY5NPP,NEUROPSYCHIATRY AND CLINICAL PSYCHOPHARMACOLOGY 
PSY5NRM,"NEUROPSYCHOLOGICAL RECOVERY, REHABILITATION AND MANAGEMENT "
LAW5NAJ,NEW APPROACHES TO JUSTICE 
MAT4PDE,NONLINEAR PARTIAL DIFFERENTIAL EQUATIONS 
ENG3NOV,NOVELS OF LOVE AND WAR 
MAT1NLA,NUMBER SYSTEMS AND LINEAR ALGEBRA 
MAT4NT,NUMBER THEORY 
NSM5MTA,NURSING & MIDWIFERY THESIS A 
NSM5MTB,NURSING & MIDWIFERY THESIS B 
NSM5NPI,NURSING AND MIDWIFERY PRACTICE INNOVATION PROJECT 
NSG2NMR,NURSING AND MIDWIFERY RESEARCH 
NSG2NRV,NURSING AND MIDWIFERY RESEARCH 
NSM5THA,NURSING AND MIDWIFERY THESIS A 
NSM5THB,NURSING AND MIDWIFERY THESIS B 
NSM5THC,NURSING AND MIDWIFERY THESIS C 
NSG3NMP,NURSING AND MIDWIFERY: CONSOLIDATING REFLECTIVE CLINICAL PRACTICE 
NSG1NMV,NURSING ASSESSMENT & MANAGEMENT 
NSG1NAM,NURSING ASSESSMENT AND MANAGEMENT 
NSG5NED,NURSING EDUCATIONAL DESIGN 
NSG2HPV,NURSING HEALTH PRIORITIES 
NSG4NTA,NURSING HONOURS THESIS A 
NSG4NTB,NURSING HONOURS THESIS B 
NSG1NMA,NURSING MANAGEMENT AND ASSESSMENT 
NSG3TCN,NURSING PATIENTS IN A TIME CRITICAL CONTEXT 
NSG3TCC,NURSING PATIENTS IN TIME CRITICAL CONTEXTS 
NSG2ANA,NURSING PATIENTS WITH ACUTE ILLNESS A 
NSG2ANB,NURSING PATIENTS WITH ACUTE ILLNESS B 
NSG3NCI,NURSING PATIENTS WITH CHRONIC ILLNESS 
NSG2NCI,NURSING PATIENTS WITH CHRONIC ILLNESS 
NSG5NPI,NURSING PRACTICE INNOVATION PROJECT 
NSG6THF,NURSING PROFESSIONAL DOCTORATE THESIS 
NSG6THP,NURSING PROFESSIONAL DOCTORATE THESIS 
NSG3NCR,NURSING: CONSOLIDATION REFLECTIVE CLINICAL PRACTICE 
NSG2HPA,NURSING: HEALTH PRIORITIES A 
NSG2HPB,NURSING: HEALTH PRIORITIES B 
NSG3MHI,NURSING: MENTAL HEALTH AND ILLNESS 
NSG3NRC,NURSING: REFLECTION AND CONSOLIDATION 
NSM5CAF,NURTURING CHILD AND FAMILY 
DTN3NDS,NUTRITION AND DISEASE 
DTN4NTC,NUTRITION COUNSELLING 
DTN3NTE,NUTRITION EDUCATION 
DTN303,NUTRITION EDUCATION FOR ADULTS 
DTN308,NUTRITION FOR SPORTS PERFORMANCE 
DTN201,NUTRITION FUNDAMENTALS 
DTN3NPO,NUTRITION PROJECT 
DTN306,NUTRITION RESEARCH MINOR PROJECT 
DTN307,NUTRITION THROUGHOUT LIFE 
DTN304,NUTRITIONAL EPIDEMIOLOGY AND RESEARCH SKILLS 
CSE3OAD,OBJECT-ORIENTED APPLICATION DEVELOPMENT 
CSE4OAD,OBJECT-ORIENTED APPLICATION DEVELOPMENT 
CSE1OOF,OBJECT-ORIENTED PROGRAMMING FUNDAMENTALS 
CSE1OFX,OBJECT-ORIENTED PROGRAMMING FUNDAMENTALS 
CSE4OOF,OBJECT-ORIENTED PROGRAMMING FUNDAMENTALS (PG) 
CSE1CPP,OBJECT-ORIENTED PROGRAMMING USING C++ 
ARC3MTA,"OBJECTS, THINGS, AND ARTEFACTS, A): RECORDING AND MANAGING ARCHAEOLOGICAL MATERIALS "
ARC3MTB,"OBJECTS, THINGS, AND ARTEFACTS, B): MANAGEMENT AND ANALYSIS OF ARCHAEOLOGICAL MATERIALS "
OCT5OTB,OCCUPATION FOCUSED ASSESSMENT & INTERVENTION 
OCT5ECB,OCCUPATION THERAPY: ENABLING CHANGE B ( ADULT) 
OCT5OTA,OCCUPATION: FOUNDATIONS IN OCCUPATIONAL SCIENCE & THERAPY 
HBS5OHA,OCCUPATIONAL HEALTH AND SAFETY: PRINCIPLES AND LEGISLATION 
OCT3OPH,OCCUPATIONAL PERSPECTIVES OF HEALTH 
OCT1OCS,OCCUPATIONAL SCIENCE: INTRODUCTION TO OCCUPATION 
OCT6THF,OCCUPATIONAL THERAPY PROFESSIONAL DOCTORATE THESIS 
OCT6THP,OCCUPATIONAL THERAPY PROFESSIONAL DOCTORATE THESIS 
OCT4ECA,OCCUPATIONAL THERAPY: ENABLING CHANGE A (AGED) 
OCT5ECC,OCCUPATIONAL THERAPY: ENABLING CHANGE C (CHILDREN) 
OCT5ECD,OCCUPATIONAL THERAPY: ENABLING CHANGE D (YOUTH) 
HBS3ODH,OCCUPATIONAL-RELATED DETERMINANTS OF HEALTH 
ORT3ODG,OCULAR DIAGNOSTICS 
ORT4OMR,OCULAR MANAGEMENT AND REHABILITATION 
ORT3OCP,OCULAR PATHOLOGY 
ORT2PVS,OCULAR PHYSIOLOGY & VISION SCIENCE 
BUS1OPX,OFFICE PROFESSIONAL 
JRN5ONJ,ONLINE JOURNALISM PRODUCTION 
JRN2OJP,ONLINE JOURNALISM PRODUCTION 
PHE5OST,OPEN STUDIO AND POST-TRAUMATIC GROWTH 
AHCWRK203,OPERATE IN ISOLATED AND REMOTE SITUATIONS 
CSE2SAX,OPERATING SYSTEM ADMINISTRATION 
CSE2OSX,OPERATING SYSTEMS 
CSE3OSA,OPERATING SYSTEMS AND COMPUTER ARCHITECTURE 
FIN5ORM,OPERATIONAL RISK MANAGEMENT 
ORT3OPP,OPHTHALMIC PHARMACOLOGY 
PHY2OPT,OPTICS 
ORT2ORS,OPTICS & REFRACTIVE STATE 
ORT1ORS,OPTICS AND REFRACTIVE STATE 
MAT5OPT,OPTIMISATION 
ORH2OSN,"ORAL MEDICINE, SPECIAL NEEDS DENTISTRY AND PHARMACOLOGY "
