academicGrpName,academicGrpDescription,academicCareerName,code,creditPoints,title,campusCode,url
ARG,"Arts, Education and Law Group",Undergraduate,105010,10,Mathematics Education 2,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2092EDN
ARG,"Arts, Education and Law Group",Undergraduate,105010,10,Mathematics Education 2,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2092EDN
ARG,"Arts, Education and Law Group",Undergraduate,105010,10,Mathematics Education 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2092EDN
HTH,Griffith Health,Undergraduate,102545,10,Chemistry of Biological Systems II,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1015MSC
HTH,Griffith Health,Postgraduate,102238,10,Disability Theories and Approaches,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7015HSV
ARG,"Arts, Education and Law Group",Postgraduate,103264,10,Quantitative Skills for Criminologists,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7036CCJ
HTH,Griffith Health,Postgraduate,086878,0,Dissertation,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8100HSV_P2
ARG,"Arts, Education and Law Group",Postgraduate,089578,10,Managing the Learning Organisation,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7153EDN
HTH,Griffith Health,Postgraduate,103956,10,Contemporary Infection Prevention Practices,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8847NRS
ARG,"Arts, Education and Law Group",Postgraduate,102489,10,Introduction to Employment and Industrial Relations Law,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7304LAW
ARG,"Arts, Education and Law Group",Undergraduate,081419,10,International Trade Law,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5041LAW
ARG,"Arts, Education and Law Group",Undergraduate,087350,10,Rehabilitating Offenders,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3003CCJ
ARG,"Arts, Education and Law Group",Undergraduate,087350,10,Rehabilitating Offenders,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3003CCJ
ARG,"Arts, Education and Law Group",Undergraduate,087350,10,Rehabilitating Offenders,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3003CCJ
SCG,Griffith Sciences,Undergraduate,102798,0,Honours Thesis,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6190ICT_P1
SCG,Griffith Sciences,Undergraduate,102798,0,Honours Thesis,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6190ICT_P1
SCG,Griffith Sciences,Undergraduate,102978,10,Research Methods in IT,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6112ICT
SCG,Griffith Sciences,Undergraduate,102978,10,Research Methods in IT,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6112ICT
SCG,Griffith Sciences,Undergraduate,102610,10,Signals and Systems,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2305ENG
SCG,Griffith Sciences,Undergraduate,102610,10,Signals and Systems,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2305ENG
SCG,Griffith Sciences,Postgraduate,103318,10,Project Management,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7201ENG
SCG,Griffith Sciences,Postgraduate,103318,10,Project Management,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7201ENG
SCG,Griffith Sciences,Postgraduate,103326,0,Dissertation Part 3,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7601ENG_P3
SCG,Griffith Sciences,Postgraduate,103738,10,Design of Real-Time Systems,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7518ENG
SCG,Griffith Sciences,Undergraduate,104618,10,Power Transmission and Distribution,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3319ENG
ARG,"Arts, Education and Law Group",Undergraduate,102986,10,Mechanics in Action: Arcade Games,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1112GFS
BUS,Griffith Business School,Postgraduate,088537,10,Business Intelligence Systems,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7117IBA
SCG,Griffith Sciences,Postgraduate,103130,10,Database Design,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7003ICT
SCG,Griffith Sciences,Postgraduate,103130,10,Database Design,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7003ICT
ARG,"Arts, Education and Law Group",Undergraduate,104827,10,Contemporary Perspectives on Crime,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6009CCJ
ARG,"Arts, Education and Law Group",Undergraduate,104827,10,Contemporary Perspectives on Crime,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6009CCJ
SCG,Griffith Sciences,Postgraduate,089604,10,Environment and Development,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7461ENV
SCG,Griffith Sciences,Postgraduate,089604,10,Environment and Development,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7461ENV
SCG,Griffith Sciences,Postgraduate,104932,10,Water Governance and Policy,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7903ENV
SCG,Griffith Sciences,Postgraduate,104932,10,Water Governance and Policy,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7903ENV
SCG,Griffith Sciences,Undergraduate,102870,10,Renewable Energy Systems,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3203ENG
HTH,Griffith Health,Undergraduate,105045,10,Human Skills for Medicine,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2500MED
HTH,Griffith Health,Undergraduate,105045,10,Human Skills for Medicine,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2500MED
HTH,Griffith Health,Undergraduate,102950,10,Dissertation Preparation,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6001HLS
HTH,Griffith Health,Undergraduate,105348,10,Pharmacology for Oral Health,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2020PHM
BUS,Griffith Business School,Undergraduate,105232,10,European Democracy in the Twenty-First Century,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2012GIR
BUS,Griffith Business School,Undergraduate,089554,10,Parliamentary Project,"NA",https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3004GIR
BUS,Griffith Business School,Undergraduate,089554,10,Parliamentary Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3004GIR
BUS,Griffith Business School,Postgraduate,101177,10,Government in a Market Economy,OT,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7206GIR
BUS,Griffith Business School,Undergraduate,101623,10,Introduction to American Politics,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2010GIR
HTH,Griffith Health,Undergraduate,086381,10,Childhood: Early Years,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2026HSV
HTH,Griffith Health,Undergraduate,086381,10,Childhood: Early Years,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2026HSV
HTH,Griffith Health,Undergraduate,089113,0,Dissertation Part 3,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6001HSV_P3
HTH,Griffith Health,Undergraduate,087471,10,Cognitive Psychology,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2006PSY
HTH,Griffith Health,Undergraduate,087471,10,Cognitive Psychology,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2006PSY
HTH,Griffith Health,Undergraduate,087480,10,Abnormal Psychology,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3009PSY
HTH,Griffith Health,Undergraduate,087480,10,Abnormal Psychology,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3009PSY
OTH,Other,Undergraduate,084620,0,Exchange Studies-Undergraduate,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=9230GIC
HTH,Griffith Health,Undergraduate,102013,10,First Peoples and Social Justice,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2032HSV
HTH,Griffith Health,Undergraduate,102013,10,First Peoples and Social Justice,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2032HSV
HTH,Griffith Health,Undergraduate,102013,10,First Peoples and Social Justice,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2032HSV
HTH,Griffith Health,Undergraduate,102018,10,Social Work 2,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3038HSV
HTH,Griffith Health,Undergraduate,102018,10,Social Work 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3038HSV
HTH,Griffith Health,Undergraduate,102018,10,Social Work 2,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3038HSV
HTH,Griffith Health,Postgraduate,102998,30,Social Work Field Placement 2,LG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7044HSV
HTH,Griffith Health,Postgraduate,102998,30,Social Work Field Placement 2,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7044HSV
HTH,Griffith Health,Postgraduate,102998,30,Social Work Field Placement 2,OT,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7044HSV
HTH,Griffith Health,Postgraduate,102724,10,Practicum I,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8301PSY
HTH,Griffith Health,Postgraduate,102728,10,Practicum V,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=8305PSY
HTH,Griffith Health,Postgraduate,105413,10,Professional Skills,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7418PSY
ARG,"Arts, Education and Law Group",Undergraduate,088963,10,Succession,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5163LAW
ARG,"Arts, Education and Law Group",Undergraduate,101734,10,Scriptwriting 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1705GFS
ARG,"Arts, Education and Law Group",Undergraduate,081414,10,Legal Clinic,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5022LAW
ARG,"Arts, Education and Law Group",Undergraduate,084249,10,Trimester in Practice Clinic,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5031LAW
ARG,"Arts, Education and Law Group",Undergraduate,101688,10,Refugee Law and Policy Clinic,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5125LAW
ARG,"Arts, Education and Law Group",Postgraduate,102381,10,Introduction to Administrative Law,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7303LAW
ARG,"Arts, Education and Law Group",Undergraduate,104102,10,Street Law: Community Legal Education Clinic,NA,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=5176LAW
ARG,"Arts, Education and Law Group",Undergraduate,083110,10,Fine Art Special Studies,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2331QCA
ARG,"Arts, Education and Law Group",Undergraduate,083214,10,Ad. 2: Persuasion,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2807QCA
ARG,"Arts, Education and Law Group",Undergraduate,083299,10,Photography Elective Project,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=3811QCA
ARG,"Arts, Education and Law Group",Undergraduate,085372,10,Animation Special Studies,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2114GFS
ARG,"Arts, Education and Law Group",Postgraduate,105315,5,Italian for Singers 2,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7142QCM
ARG,"Arts, Education and Law Group",Postgraduate,105316,10,Awareness through Movement,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7043QCM
ARG,"Arts, Education and Law Group",Undergraduate,083912,10,Introduction to Conducting,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2983QCM
ARG,"Arts, Education and Law Group",Undergraduate,084017,10,Music across Cultures,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2105QCM
ARG,"Arts, Education and Law Group",Undergraduate,104619,10,Crime and Media,MG,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2013CCJ
ARG,"Arts, Education and Law Group",Undergraduate,104619,10,Crime and Media,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2013CCJ
ARG,"Arts, Education and Law Group",Undergraduate,104619,10,Crime and Media,OL,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2013CCJ
ARG,"Arts, Education and Law Group",Undergraduate,104395,10,My Life as a Musician 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1020QCM
ARG,"Arts, Education and Law Group",Undergraduate,104686,10,Interactive Music,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1710QCM
ARG,"Arts, Education and Law Group",Undergraduate,104749,10,Major Study 3,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2529QCM
ARG,"Arts, Education and Law Group",Undergraduate,100746,10,Jazz Composition,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2325QCM
ARG,"Arts, Education and Law Group",Undergraduate,101236,5,Aural Studies 3,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2611QCM
ARG,"Arts, Education and Law Group",Postgraduate,101344,5,Italian for Singers 1,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7141QCM
ARG,"Arts, Education and Law Group",Postgraduate,101351,0,Music Production and Presentation,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7399QCM_P3
ARG,"Arts, Education and Law Group",Undergraduate,102133,5,Keyboard Skills (Contemporary/Jazz),SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=1009QCM
ARG,"Arts, Education and Law Group",Undergraduate,103763,10,Structure and the Environment,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2599QCA
ARG,"Arts, Education and Law Group",Undergraduate,103763,10,Structure and the Environment,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=2599QCA
ARG,"Arts, Education and Law Group",Undergraduate,104195,40,Honours Research Project,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6501QCA_P4
ARG,"Arts, Education and Law Group",Undergraduate,104195,40,Honours Research Project,GC,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=6501QCA_P4
ARG,"Arts, Education and Law Group",Postgraduate,085483,10,Screen Production Project,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7658GFS
ARG,"Arts, Education and Law Group",Postgraduate,090178,10,Documentary Production,SB,https://www148.griffith.edu.au/programs-courses/Course/Overview?CourseCode=7612GFS
