code,title,area,credit
MEDI4007 (v.1),Applied Laboratory Medicine Practice 3,School of Pharmacy and Biomedical Sciences,50
MATH3001 (v.1),Applied Mathematical Modelling,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MATH5005 (v.1),Applied Mathematics Topics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
MINE1001 (v.1),Applied Mechanics in Resources Engineering,"WASM: Minerals, Energy and Chemical Engineering",25
HUMB2005 (v.1),Applied Movement Science,School of Physiotherapy and Exercise Science,12
GMED2002 (v.1),Applied Paramedic Bioscience 1,"School of Nursing, Midwifery and Paramedicine",25
GMED2003 (v.1),Applied Paramedic Bioscience 2,"School of Nursing, Midwifery and Paramedicine",25
GMED3002 (v.1),Applied Paramedic Bioscience 3,"School of Nursing, Midwifery and Paramedicine",25
GMED3003 (v.1),Applied Paramedic Bioscience 4,"School of Nursing, Midwifery and Paramedicine",25
PHRM5000 (v.1),Applied Pharmacology for Pharmacists,School of Pharmacy and Biomedical Sciences,25
IMED6001 (v.1),Applied Pharmacotherapy 1,School of Pharmacy and Biomedical Sciences,25
IMED6002 (v.1),Applied Pharmacotherapy 2,School of Pharmacy and Biomedical Sciences,25
PHAR5005 (v.1),Applied Pharmacy Practice 1,School of Pharmacy and Biomedical Sciences,12
PHAR5006 (v.1),Applied Pharmacy Practice 2,School of Pharmacy and Biomedical Sciences,25
OCCT2001 (v.1),Applied Physical Rehabilitation,"School of Occ Therapy, Social Work and Speech Path",25
PHTY6012 (v.1),Applied Physiotherapy Management,School of Physiotherapy and Exercise Science,25
PHTY3003 (v.1),Applied Physiotherapy Practice,School of Physiotherapy and Exercise Science,25
SPAT5009 (v.1),Applied Remote Sensing,School of Earth and Planetary Sciences (EPS),25
PUBH3001 (v.1),Applied Research and Biostatistics,School of Public Health,25
MGMT6052 (v.1),Applied Research Project,School of Management,50
GEOL5021 (v.1),Applied Sedimentology and Stratigraphy,School of Earth and Planetary Sciences (EPS),25
SPPA2002 (v.1),Applied Speech Science and Stuttering,"School of Occ Therapy, Social Work and Speech Path",25
STAT3003 (v.1),Applied Statistics,"School of Elec Eng, Comp and Math Sci (EECMS)",25
GEOL5019 (v.1),Applied Structural Geology,School of Earth and Planetary Sciences (EPS),25
MCEN3000 (v.1),Applied Thermodynamics and Heat Transfer,School of Civil and Mechanical Engineering,25
CHEM5012 (v.1),Applied Water Treatment Methods,School of Molecular and Life Sciences (MLS),25
MATH0013 (v.1) Applying Mathematics (Schools),Applying Mathematics (Schools),UniReady,NA
COMS5003 (v.1),Approaches to Arts Research Projects,"School of Media, Creative Arts and Social Inquiry",25
SPPA2003 (v.1),Approaches to Language Analysis,"School of Occ Therapy, Social Work and Speech Path",25
AQUA5004 (v.1),Aquaculture and Food Security,School of Molecular and Life Sciences (MLS),25
AQUA5000 (v.1),Aquaculture Nutrition,School of Molecular and Life Sciences (MLS),25
AQUA5002 (v.1),Aquaculture Principles and Practices,School of Molecular and Life Sciences (MLS),25
AQUA5003 (v.1),Aquaculture Technology,School of Molecular and Life Sciences (MLS),25
ENST6004 (v.1),Aquatic Research Project,School of Molecular and Life Sciences (MLS),100
ARCH1006 (v.1),Architectural Design 1,School of Design and the Built Environment,37
ARCH2010 (v.1),Architectural Design 3,School of Design and the Built Environment,37
ARCH5010 (v.1),Architectural Dissertation 1,School of Design and the Built Environment,75
ARCH2005 (v.1),"Architectural Histories of Illusion, Power and Imagination",School of Design and the Built Environment,25
LAWS5000 (v.1),Architectural Law and Contracts,School of Design and the Built Environment,12
ARCH6005 (v.1),Architectural Management,School of Design and the Built Environment,25
ARCH5005 (v.1),Architectural Practice and Specifications,School of Design and the Built Environment,25
ARCH6007 (v.1),Architectural Professional Practice 1,School of Design and the Built Environment,25
ARCH6009 (v.1),Architectural Professional Practice 2,School of Design and the Built Environment,25
ARCH5007 (v.2),Architectural Systems and Research Methods,School of Design and the Built Environment,25
ARCH2003 (v.1),Architectural Technology and Making,School of Design and the Built Environment,25
ARCH1025 (v.1),Architectural Technology in Context,School of Design and the Built Environment,25
ARCH6008 (v.2),Architectural Thesis Preparation,School of Design and the Built Environment,25
ARCH6006 (v.1),Architectural Thesis Project,School of Design and the Built Environment,75
ARCH1007 (v.1),Architecture and Culture 1,School of Design and the Built Environment,12
ARCH3013 (v.1),Architecture and Culture 5,School of Design and the Built Environment,12
ARCH5002 (v.1),Architecture and Culture 7,School of Design and the Built Environment,12
ARCH6010 (v.1),Architecture and Culture 8,School of Design and the Built Environment,25
ARCH5009 (v.2),Architecture and Culture Research Applications,School of Design and the Built Environment,25
ARCH5006 (v.2),Architecture and Culture Research Topics and Methods,School of Design and the Built Environment,25
ARCH2004 (v.1),Architecture and Identity,School of Design and the Built Environment,25
ARCH1017 (v.2),Architecture Design 1,School of Design and the Built Environment,25
ARCH1015 (v.2),Architecture Design 2,School of Design and the Built Environment,25
ARCH2024 (v.2),Architecture Design 3,School of Design and the Built Environment,25
ARCH2022 (v.2),Architecture Design 4,School of Design and the Built Environment,25
ARCH3026 (v.2),Architecture Design 5,School of Design and the Built Environment,25
ARCH3024 (v.2),Architecture Design 6,School of Design and the Built Environment,25
ARCH1018 (v.2),Architecture Methods 1,School of Design and the Built Environment,25
ARCH1016 (v.2),Architecture Methods 2,School of Design and the Built Environment,25
ARCH2025 (v.2),Architecture Methods 3,School of Design and the Built Environment,25
ARCH2023 (v.2),Architecture Methods 4,School of Design and the Built Environment,25
ARCH3027 (v.2),Architecture Methods 5,School of Design and the Built Environment,25
ARCH3025 (v.2),Architecture Methods 6,School of Design and the Built Environment,25
ARCH5003 (v.1),Architecture Special Topic 1,School of Design and the Built Environment,12
ARCH1005 (v.1),Architecture Studio 1,School of Design and the Built Environment,50
ARCH3004 (v.1),Architecture Studio 4,School of Design and the Built Environment,50
ARCH3005 (v.1),Architecture Studio 5,School of Design and the Built Environment,50
ARCH3009 (v.1),"Architecture, Theory and Critique",School of Design and the Built Environment,25
INFO5001 (v.1),Archives Concepts and Practice,"School of Media, Creative Arts and Social Inquiry",25
INFO2001 (v.1),Archives Concepts and Practice,"School of Media, Creative Arts and Social Inquiry",25
FINA1000 (v.1),Art and Creativity,"School of Media, Creative Arts and Social Inquiry",25
GRDE5001 (v.1),Art and Design Concepts and Contexts,"School of Media, Creative Arts and Social Inquiry",25
VISA6001 (v.2),Art and Design Exegesis Writing,"School of Media, Creative Arts and Social Inquiry",50
GRDE1008 (v.1),Art and Design Fundamentals,School of Design and the Built Environment,25
VISA5000 (v.2),Art and Design Project 1,"School of Media, Creative Arts and Social Inquiry",25
VISA5003 (v.2),Art and Design Project 2,"School of Media, Creative Arts and Social Inquiry",50
VISA6000 (v.2),Art and Design Project 3,"School of Media, Creative Arts and Social Inquiry",50
GRDE2034 (v.1),Art Direction in Design and Advertising,School of Design and the Built Environment,25
VISA2021 (v.1),Art Visual Research 1,"School of Media, Creative Arts and Social Inquiry",25
VISA2022 (v.1),Art Visual Research 2,"School of Media, Creative Arts and Social Inquiry",25
VISA3003 (v.1),Art Visual Research 3,"School of Media, Creative Arts and Social Inquiry",25
VISA3004 (v.1),Art Visual Research 4,"School of Media, Creative Arts and Social Inquiry",25
COMP5007 (v.1),Artificial and Machine Intelligence,"School of Elec Eng, Comp and Math Sci (EECMS)",25
COMP3006 (v.1),Artificial and Machine Intelligence,"School of Elec Eng, Comp and Math Sci (EECMS)",25
INTR5002 (v.1),Asia Pacific Studies,"School of Media, Creative Arts and Social Inquiry",25
ASIA3001 (v.1),Asian Century Issues and Perspectives,School of Education,25
MGMT3016 (v.1),Asian Management,School of Management,25
COMS2001 (v.1),Asian Media in Transition,"School of Media, Creative Arts and Social Inquiry",25
ASIA2004 (v.1),Asian Religion and Philosophy,School of Education,25
EDSC2000 (v.1),Assessment in Secondary Schools,School of Education,25
SPPA2000 (v.1),Assessment in Speech Pathology,"School of Occ Therapy, Social Work and Speech Path",25
COMM5001 (v.2),Asset Management and Maintenance,School of Management,25
ATOC2000 (v.2),Atmospheric and Oceanographic Sciences,School of Earth and Planetary Sciences (EPS),25
CHEN5058 (v.1),Atmospheric Corrosion,"WASM: Minerals, Energy and Chemical Engineering",25
ACCT3000 (v.2),"Auditing, Assurance and Risk Assessment",School of Accounting,25
ICTE5000 (v.1),Augmenting Reality,School of Design and the Built Environment,25
ICTE3001 (v.1),Augmenting Reality,School of Design and the Built Environment,25
INTR1001 (v.1),Australia and Asia Transformed,"School of Media, Creative Arts and Social Inquiry",25
MGMT2007 (v.2),Australian Employment Relations,School of Management,25
INDH2014 (v.1),Australian Health and Political Systems,Centre for Aboriginal Studies,25
HERI2002 (v.2),Australian Studies,"School of Media, Creative Arts and Social Inquiry",25
TAXA3002 (v.1),Australian Tax Law Cases,Curtin Law School,25
LAWS3012 (v.1),Australian Taxation Law in Practice,Curtin Law School,25
THTR3004 (v.1),Australian Theatre,"School of Media, Creative Arts and Social Inquiry",25
HIST3003 (v.1),Australians at War,"School of Media, Creative Arts and Social Inquiry",25
MXEN4003 (v.1),Automatic Control,School of Civil and Mechanical Engineering,25
MCEN6010 (v.1),Automatic Control,School of Civil and Mechanical Engineering,25
MINE3011 (v.1),Automation and Data Analytics in Mining,"WASM: Minerals, Energy and Chemical Engineering",25
BANK3002 (v.1),Bank Lending,School of Economics and Finance,25
BANK5000 (v.1),Bank Lending and Management,School of Economics and Finance,25
PHTY2001 (v.1),Basic Physiotherapy Practice,School of Physiotherapy and Exercise Science,12
GEOL3000 (v.2),Basin Analysis and Petroleum Systems,School of Earth and Planetary Sciences (EPS),25
CHIN1000 (v.1),Beginning Chinese,School of Education,25
CHIN1001 (v.1),Beginning Chinese Developing,School of Education,25
JAPN1000 (v.1),Beginning Japanese,School of Education,25
JAPN1001 (v.1),Beginning Japanese Developing,School of Education,25
ECON2007 (v.1),Behavioural Economics and Finance,School of Economics and Finance,25
ECEV3003 (v.1),Behavioural Ecophysiology,School of Molecular and Life Sciences (MLS),25
INDH2012 (v.1),Behavioural Neuroscience,Centre for Aboriginal Studies,25
NURS2003 (v.1),Behavioural Perspectives of Lifespan,"School of Nursing, Midwifery and Paramedicine",25
NURS5022 (v.1),Behavioural Perspectives of Mental Health,"School of Nursing, Midwifery and Paramedicine",25
MENT3000 (v.1),Behavioural Perspectives of Mental Wellbeing,"School of Nursing, Midwifery and Paramedicine",25
NURS3001 (v.1),Behavioural Responses to Acute Illness,"School of Nursing, Midwifery and Paramedicine",25
NURS2000 (v.1),Behavioural Responses to Chronic Illness,"School of Nursing, Midwifery and Paramedicine",25
NURS5020 (v.1),Behavioural Responses to Illness,"School of Nursing, Midwifery and Paramedicine",25
INDH2008 (v.1),Behavioural Science for Indigenous Mental Health Practitioners,Centre for Aboriginal Studies,25
MKTG6012 (v.1),Big Data Analytics in Marketing,School of Marketing,25
CHEM3003 (v.2),Bioanalytical and Biophysical Chemistry,School of Molecular and Life Sciences (MLS),25
PHRM2003 (v.1),Biochemical Principles in Pharmacology,School of Pharmacy and Biomedical Sciences,25
BCCB2001 (v.1),Biochemistry and Cell Biology,School of Pharmacy and Biomedical Sciences,25
MEDS6004 (v.1),Bioinformatics,School of Pharmacy and Biomedical Sciences,25
CHEM1001 (v.1),Biological Chemistry,School of Molecular and Life Sciences (MLS),25
HUMV2000 (v.1),Biomechanics,School of Physiotherapy and Exercise Science,25
MEDS6003 (v.1),Biomedical Dissertation,School of Pharmacy and Biomedical Sciences,25
MEDI4005 (v.1),Biomedical Science Honours 1,School of Pharmacy and Biomedical Sciences,100
MEDI4006 (v.1),Biomedical Science Honours 2,School of Pharmacy and Biomedical Sciences,100
MEDS6023 (v.1),Biomedical Science Research Practicum,School of Pharmacy and Biomedical Sciences,50
MEDS6005 (v.2),Biomolecular Structure and Interactions,School of Pharmacy and Biomedical Sciences,25
IMED3003 (v.2),Biopharmaceutical Technology,School of Pharmacy and Biomedical Sciences,25
CHEN4017 (v.1),Bioprocess Engineering,"WASM: Minerals, Energy and Chemical Engineering",25
MEDS6024 (v.1),Bioscience Research Project 1,School of Pharmacy and Biomedical Sciences,50
MEDS6025 (v.1),Bioscience Research Project 2,School of Pharmacy and Biomedical Sciences,50
STEN6005 (v.1),Biotechnology in Civil Engineering,School of Civil and Mechanical Engineering,25
GEOP6010 (v.1),Borehole Geophysics,"WASM: Minerals, Energy and Chemical Engineering",12
GEOP4003 (v.1),Borehole Geophysics,"WASM: Minerals, Energy and Chemical Engineering",25
ECON3006 (v.1),Borneo and the Global Economy,Curtin Malaysia,25
ECEV3002 (v.1),Borneo Ecosystems and Resources,Curtin Malaysia,25
ASIA1003 (v.1),Borneo in Transition- Continuity and Change,Curtin Malaysia,25
ASIA3002 (v.1),Borneo Indigenous Community Research Project,Curtin Malaysia,50
BIOL1002 (v.1),Brain and Behaviour,School of Psychology,25
MKTG5011 (v.3),Brand Design Aesthetic,School of Marketing,25
MKTG2001 (v.1),Brand Management,School of Marketing,25
MKTG5013 (v.3),Brand Semiotics and Storytelling,School of Marketing,25
MKTG5010 (v.1),Branding Luxury,School of Marketing,25
MKTG4003 (v.1),Branding Luxury for Honours,School of Marketing,25
MATH0005 (v.1),Bridging Mathematics,UniReady,50
AGRI2003 (v.1),Broadacre Crop and Pasture Science,School of Molecular and Life Sciences (MLS),25
AGRI5000 (v.1),Broadacre Crop and Pasture Science,School of Molecular and Life Sciences (MLS),25
CNCO6000 (v.1),Broadband Networks,"School of Elec Eng, Comp and Math Sci (EECMS)",25
SPRO3003 (v.1),Broadcast Production,"School of Media, Creative Arts and Social Inquiry",25
MGMT3013 (v.2),Building a Sustainable Workforce,School of Management,25
BLDG4007 (v.1),Building Dissertation 1,School of Design and the Built Environment,25
BLDG4000 (v.1),Building Dissertation 2,School of Design and the Built Environment,50
BLDG2015 (v.2),Building Information Management,School of Design and the Built Environment,25
BLDG2007 (v.2),Building Measurement,School of Design and the Built Environment,25
BLDG2012 (v.1),Building Services,School of Design and the Built Environment,25
BLDG2024 (v.2),Building Surveying,School of Design and the Built Environment,25
CVEN1000 (v.1),Building Technology 1,School of Design and the Built Environment,12
CVEN1001 (v.1),Building Technology 2,School of Design and the Built Environment,12
CVEN3001 (v.1),Building Technology 6,School of Design and the Built Environment,12
ARCH2012 (v.1),Built Environment Special Topic,School of Design and the Built Environment,25
FNCE2003 (v.3),Business Analysis for Investment,School of Economics and Finance,25
BLAW2013 (v.1),Business and Company Law,Curtin Law School,25
XINO5021 (v.1),Business and Law International Experience 1,Faculty of Business and Law,25
XINO3003 (v.1),Business and Law International Experience 1,Faculty of Business and Law,25
MGMT2004 (v.2),Business and Sustainable Development,School of Management,25
ISYS2001 (v.1),Business Application Design,School of Management,25
ISYS2011 (v.1),Business Application Development,School of Management,25
ISYS3006 (v.1),Business Applications,School of Management,25
MKTG3000 (v.1),Business Capstone,School of Marketing,25
ECON6003 (v.1),Business Dissertation for Economics and Finance 1,School of Economics and Finance,50
