code,title,availability,units
BIOL2050,Molecular Genetics,Semester 1 - 2020 (Callaghan),10 units
BIOL2090,Microbial Biology,Semester 2 - 2020 (Callaghan),10 units
BIOL2220,Plant Cell Development,Semester 2 - 2020 (Callaghan),10 units
BIOL3001,Advanced Laboratory Skills in Biological Sciences,Semester 1 - 2020 (Callaghan),10 units
BIOL3020,Reproductive Physiology and Development,Semester 2 - 2020 (Callaghan),10 units
BIOL3090,Molecular Biology,Semester 1 - 2020 (Callaghan),10 units
BIOL3100,Microbiology,Semester 1 - 2020 (Callaghan),10 units
BIOL3310,Plant Cell & Molecular Biology,Semester 1 - 2020 (Callaghan),10 units
BIOL3330,Plant Development and Physiology,Semester 2 - 2020 (Callaghan),10 units
BIOL4110,Biology Honours 411,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
BIOL4120,Biology Honours 412,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
BIOL4210,Biology Honours 421,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
BIOL4220,Biology Honours 422,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
BIOL6001,Science Policy and Commercialisation,Trimester 3 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
BIOS6030,Survival Analysis,Semester 1 - 2020 (Online),10 units
BIOS6040,Mathematics of Applied Statistics,Semester 1 - 2020 (Online),10 units
BIOS6050,Statistical Inference,Semester 1 - 2020 (Online),10 units
BIOS6061,Clinical Trial Design,Semester 2 - 2020 (Online),10 units
BIOS6070,Linear Regression Modelling,Semester 1 - 2020 (Online),10 units
BIOS6080,Multivariate Methods in Medical Research and Health Surveys,Not currently offered,10 units
BIOS6090,Longitudinal and Correlated Data Analysis,Not currently offered,10 units
BIOS6100,Clinical Statistics and Randomised Control Trials for Medical Researchers,Not currently offered,10 units
BIOS6111,Genetic Statistics,Not currently offered,10 units
BIOS6130,Bayesian Methods for Medical Statistics,Not currently offered,10 units
BIOS6150,Work Placement Project A,Semester 1 - 2020 (Online),10 units
BIOS6160,Work Placement Project B,Not currently offered,10 units
BIOS6170,Foundations of Probability Theory,Semester 2 - 2020 (Online),10 units
BIOS6910,Biostatistics A,Semester 1 - 2020 (Callaghan)Semester 1 - 2020 (Online)Semester 2 - 2020 (Online),10 units
BIOS6920,Biostatistics B,Semester 2 - 2020 (Callaghan)Semester 2 - 2020 (Online),10 units
BIOS6940,Categorical Data Analysis and Generalised Linear Models,Semester 2 - 2020 (Online),10 units
BIOS6990,Applied Longitudinal Analysis,Semester 2 - 2020 (Online),10 units
Back to top,Back to top,Back to top,Back to top
BTEC1000,Introduction to the Biotechnology Sector,Semester 1 - 2020 (Callaghan),10 units
BTEC2230,Biomolecules,Semester 2 - 2020 (Callaghan),10 units
BTEC3200,Cellular Biotechnology,Semester 2 - 2020 (Callaghan),10 units
BTEC3220,Biotechnology Finance and Commercialisation,Not currently offered,10 units
BTEC3250,Biotechnology Placement,Not currently offered,20 units
BTEC3251,Biotechnology Placement,Semester 2 - 2020 (Callaghan),30 units
Back to top,Back to top,Back to top,Back to top
BUSN1001,Globalisation and International Management,Semester 1 - 2020 (Newcastle City),10 units
BUSN3001,Project in Business,Semester 1 - 2020 (Newcastle City),10 units
BUSN3002,Industry Placement,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
BUSN3003,Special Topic,Not currently offered,10 units
BUSN3500,International Work Placement in Business,Summer 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
BUSN3600,International Study Experience,Semester 2 - 2020 (Newcastle City),10 units
BUSN4100,Business Research Methods,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),20 units
BUSN4200,Research Thesis 1,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),20 units
BUSN4300,Research Thesis 2,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),20 units
Back to top,Back to top,Back to top,Back to top
CAPA1001,Creative and Performing Arts 1,Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City),10 units
CAPA1010,Introduction to Drama 1,Not currently offered,10 units
CAPA1020,Introduction to Drama and Performance,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City),10 units
CAPA1030,Dynamic Communication and Presentation Skills,Summer 2 - 2020 (Newcastle City)Winter - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
CAPA1090,Visual Creativity: Sculpture,Not currently offered,10 units
CAPA1700,Acting 1,Semester 1 - 2020 (Newcastle City),10 units
CAPA2001,Creative and Performing Arts 2,Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City),10 units
CAPA2210,Performance Histories,Not currently offered,10 units
CAPA2301,Primary Drama in Action,Not currently offered,10 units
CAPA2410,Australian Theatre and Performance,Semester 1 - 2020 (Newcastle City),10 units
CAPA2700,Acting 1,Not currently offered,10 units
CAPA2710,Acting 2,Semester 2 - 2020 (Newcastle City),10 units
CAPA2900,Performance Exercise 1,Not currently offered,10 units
CAPA3000,Body and Environment,Not currently offered,10 units
CAPA3001,Creative and Performing Arts 3,Semester 1 - 2020 (Central Coast)Semester 1 - 2020 (Newcastle City),10 units
CAPA3002,Creative and Performing Arts 4,Semester 2 - 2020 (Newcastle City),10 units
CAPA3310,Performance and Contemporary Culture 1,Not currently offered,10 units
CAPA3820,Writing for Performance 1,Semester 1 - 2020 (Newcastle City),10 units
CAPA3850,Acting 3,Summer 2 - 2020 (Newcastle City),10 units
CAPA3860,Writing for Performance 2,Not currently offered,10 units
CAPA3900,Performance Exercise,Semester 2 - 2020 (Newcastle City),10 units
CAPA4001,Research Methods,Not currently offered,20 units
CAPA4002,Research Project Development,Semester 1 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City),20 units
CAPA4003,Creative and Performing Arts Honours 3: Research Project/Thesis,Semester 2 - 2020 (Central Coast)Semester 2 - 2020 (Newcastle City),40 units
CAPA6000,Contemporary Performance Practices,Not currently offered,10 units
CAPA6001,Contemporary Visual Art Practices,Not currently offered,10 units
Back to top,Back to top,Back to top,Back to top
CHEE1000,Chemical Engineering Principles,Semester 2 - 2020 (Callaghan),10 units
CHEE2315,Fluid Mechanics for Chemical Engineers,Semester 2 - 2020 (Callaghan),10 units
CHEE2325,Thermodynamics of Chemical Processes,Semester 1 - 2020 (Callaghan),10 units
CHEE2421,Safety and Risk,Not currently offered,10 units
CHEE2691,Heat Transfer and Design of Energy Systems,Not currently offered,10 units
CHEE2695,Energy Transfer and Technologies,Semester 2 - 2020 (Callaghan),10 units
CHEE2820,Transfer Processes Laboratory,Not currently offered,10 units
CHEE2825,Chemical Engineering Laboratory 1,Semester 2 - 2020 (Callaghan),10 units
CHEE2931,Green Engineering and Sustainability Principles,Not currently offered,10 units
CHEE2935,Sustainable Engineering Practices,Semester 2 - 2020 (Callaghan),10 units
CHEE2940,Particle Processing,Not currently offered,10 units
CHEE2945,Particle and Resources Engineering,Semester 1 - 2020 (Callaghan),10 units
CHEE3320,Thermodynamics,Not currently offered,10 units
CHEE3325,Chemical Reactor Design,Semester 1 - 2020 (Callaghan),10 units
CHEE3425,Chemical Process Safety,Semester 1 - 2020 (Callaghan),10 units
CHEE3690,Environ. Process Technology,Semester 1 - 2020 (Callaghan),10 units
CHEE3731,Modelling of Separation Process,Not currently offered,10 units
CHEE3735,Mass Transfer Processes,Semester 1 - 2020 (Callaghan),10 units
CHEE3741,Mass Transfer and Separation Processes,Not currently offered,10 units
CHEE3745,Process Modelling and Separation Processes,Semester 2 - 2020 (Callaghan),10 units
CHEE3825,Chemical Engineering Laboratory 2,Semester 2 - 2020 (Callaghan),10 units
CHEE3841,Research Laboratory,Not currently offered,10 units
CHEE3920,Coal and Mineral Processing,Semester 2 - 2020 (Callaghan),10 units
CHEE4320,Kinetics and Reaction Engineering,Not currently offered,10 units
CHEE4475,Dynamic Process Simulations and Control,Semester 1 - 2020 (Callaghan),10 units
CHEE4510,Proj Man and Innovation in Process Ind.,Semester 2 - 2020 (Callaghan),10 units
CHEE4940A,Chemical Engineering Design Project Part A,Not currently offered,10 units
CHEE4940B,Chemical Engineering Design Project Part B,Not currently offered,10 units
CHEE4945A,Chemical Engineering Design A,Semester 1 - 2020 (Callaghan),10 units
CHEE4945B,Chemical Engineering Design B,Semester 2 - 2020 (Callaghan),10 units
CHEE4971A,Chemical Engineering Research Project Part A,Not currently offered,10 units
CHEE4971B,Chemical Engineering Research Project Part B,Not currently offered,10 units
CHEE4975A,Chemical Engineering Research A,Semester 1 - 2020 (Callaghan),10 units
CHEE4975B,Chemical Engineering Research B,Semester 2 - 2020 (Callaghan),10 units
CHEE6000A,Advanced Chemical Engineering Project A,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),10 units
CHEE6000B,Advanced Chemical Engineering Project B,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),10 units
CHEE6007,Particle Processing II,Not currently offered,10 units
CHEE6008,Advanced Energy Systems,Not currently offered,10 units
CHEE6100,Advanced Renewable Energy Systems,Not currently offered,10 units
CHEE6200,Advanced Clean Coal Technologies,Not currently offered,10 units
CHEE6300,Advanced Mineral Processing,Semester 2 - 2020 (Callaghan),10 units
CHEE6410,Advanced Coal & Mineral Processing,Not currently offered,10 units
CHEE6420,Safety and Risk Management,Semester 1 - 2020 (Callaghan),10 units
CHEE6500,Advanced Low Emission Technologies,Not currently offered,10 units
CHEE6510,Project Management & Innovation in Process Industries,Semester 2 - 2020 (Callaghan),10 units
CHEE6600,Advanced Particle Processing,Semester 1 - 2020 (Callaghan),10 units
CHEE6690,Environmental Process Technology,Not currently offered,10 units
Back to top,Back to top,Back to top,Back to top
CHEM1010,Introductory Chemistry I,Summer 2 - 2020 (Callaghan)Semester 1 - 2020 (Callaghan)Winter - 2020 (Callaghan),10 units
CHEM1020,Introductory Chemistry II,Semester 2 - 2020 (Callaghan),10 units
CHEM1110,Chemistry for the Life Sciences I,Semester 1 - 2020 (Central Coast),10 units
CHEM1120,Chemistry for the Life Sciences II,Semester 2 - 2020 (Central Coast),10 units
CHEM2110,Analytical Chemistry,Semester 2 - 2020 (Callaghan),10 units
CHEM2201,Analytical and Medicinal Chemistry,Semester 2 - 2020 (Callaghan),10 units
CHEM2210,Inorganic Chemistry,Semester 1 - 2020 (Callaghan),10 units
CHEM2310,Organic Chemistry,Semester 1 - 2020 (Callaghan),10 units
CHEM2410,Physical Chemistry,Semester 2 - 2020 (Callaghan),10 units
CHEM2610,Environmental Chemistry I,Semester 1 - 2020 (Callaghan),10 units
CHEM3110,Instrumental Chemical Analysis,Semester 1 - 2020 (Callaghan),10 units
CHEM3210,Chemistry of Nanostructured Materials,Semester 1 - 2020 (Callaghan),10 units
CHEM3310,Molecular Organic Synthesis,Semester 1 - 2020 (Callaghan),10 units
CHEM3410,Energy and Structure,Semester 1 - 2020 (Callaghan),10 units
CHEM3550,Medicinal and Biological Chemistry,Semester 2 - 2020 (Callaghan),10 units
CHEM3560,Materials Chemistry: Solids and Semiconductors,Semester 2 - 2020 (Callaghan),10 units
CHEM3570,Spectroscopic Characterisation of Compounds,Not currently offered,10 units
CHEM3580,Polymers and Colloids,Semester 2 - 2020 (Callaghan),10 units
CHEM3590,Chemistry Research Project,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),10 units
CHEM4110,Chemistry Honours 411,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
CHEM4120,Chemistry Honours 412,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
CHEM4210,Chemistry Honours 421,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
CHEM4220,Chemistry Honours 422,Semester 1 - 2020 (Callaghan)Semester 2 - 2020 (Callaghan),20 units
Back to top,Back to top,Back to top,Back to top
CHIN1110,Beginner's Chinese I (for students with other language backgrounds),Semester 1 - 2020 (Callaghan),10 units
CHIN1120,Beginner's Chinese II (for students with other language backgrounds),Semester 2 - 2020 (Callaghan),10 units
CHIN2301,Intermediate Chinese I,Semester 1 - 2020 (Callaghan),10 units
CHIN2302,Intermediate Chinese II,Semester 2 - 2020 (Callaghan),10 units
CHIN2500,Practical Business Chinese,Semester 2 - 2020 (Callaghan),10 units
CHIN2600,Chinese-English Translation,Semester 1 - 2020 (Callaghan),10 units
CHIN3101,Advanced Spoken Chinese I,Not currently offered,10 units
CHIN3102,Advanced Spoken Chinese II,Not currently offered,10 units
CHIN3201,Advanced Written Chinese,Not currently offered,10 units
CHIN3202,Advanced Chinese with Translation,Not currently offered,10 units
CHIN4150,Chinese Honours I,Not currently offered,20 units
CHIN4160,Chinese Honours Il,Not currently offered,20 units
CHIN4170,Chinese Honours III,Not currently offered,20 units
CHIN4180,Chinese Honours IV,Not currently offered,20 units
Back to top,Back to top,Back to top,Back to top
CIND1000,Introduction to the Creative Industries,Semester 1 - 2020 (Newcastle City),10 units
CIND1001,What is Creativity,Semester 1 - 2020 (Newcastle City),10 units
CIND1002,Making Meaning: Visual Art and Performance,Semester 2 - 2020 (Newcastle City),10 units
CIND1003,Making Meaning: Design and Media,Semester 2 - 2020 (Newcastle City),10 units
CIND2000,Creative Collaborations,Semester 1 - 2020 (Newcastle City),10 units
CIND2001,Effective Management in the Creative Industries,Semester 2 - 2020 (Newcastle City),10 units
CIND3000,"Distribution, Markets, and Audiences",Semester 2 - 2020 (Newcastle City),10 units
CIND3001,"Business Models, Professional Practice and Ethics",Semester 1 - 2020 (Newcastle City),10 units
CIND3002,Major Project A,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),20 units
CIND3003,Major Project B,Semester 1 - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),20 units
CIND3500,Professional Placement,Winter - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
CIND3510,Professional Project,Summer 2 - 2020 (Newcastle City)Semester 1 - 2020 (Newcastle City)Winter - 2020 (Newcastle City)Semester 2 - 2020 (Newcastle City),10 units
CIND6001,Research for the Creative Industries,Trimester 1 - 2020 (Newcastle City)Trimester 1 - 2020 (Online),10 units
CIND6002,Innovation Lab 1 - Thinking It Through,Trimester 1 - 2020 (Newcastle City)Trimester 1 - 2020 (Online),10 units
CIND6003,Innovation Lab 2 - Making it Happen,Trimester 2 - 2020 (Newcastle City)Trimester 3 - 2020 (Newcastle City)Trimester 2 - 2020 (Online)Trimester 3 - 2020 (Online),20 units
CIND6004,Innovation Lab 3 - Making it Known,Trimester 1 - 2020 (Newcastle City)Trimester 3 - 2020 (Newcastle City)Trimester 1 - 2020 (Online)Trimester 3 - 2020 (Online),10 units
CIND6010,Narrative Media Making,Not currently offered,10 units
CIND6011,Interactive Media Making,Not currently offered,10 units
Back to top,Back to top,Back to top,Back to top
CIVL1100,Fundamentals of Engineering Mechanics,Semester 2 - 2020 (Callaghan)Trimester 1 - 2020 (Singapore)Trimester 2 - 2020 (Singapore)Trimester 3 - 2020 (Singapore),10 units
CIVL1200,Earth Systems,Semester 2 - 2020 (Callaghan),10 units
CIVL2040,Engineering Probabilities,Semester 1 - 2020 (Callaghan),10 units
CIVL2050,Engineering Computations and Probability,Semester 1 - 2020 (Callaghan),10 units
CIVL2060,Numerical Methods,Semester 1 - 2020 (Callaghan),10 units
CIVL2130,Theory of Structures 1,Semester 1 - 2020 (Callaghan),10 units
CIVL2240,Civil Engineering Materials,Semester 2 - 2020 (Callaghan),10 units
CIVL2280,Geomechanics 1,Semester 2 - 2020 (Callaghan),10 units
CIVL2282,Introduction to Geomechanics,Semester 2 - 2020 (Callaghan),10 units
CIVL2310,Fluid Mechanics,Semester 2 - 2020 (Callaghan),10 units
CIVL2720,Transportation Engineering and Design,Semester 2 - 2020 (Callaghan),10 units
CIVL3160,Reinforced Concrete Design,Semester 2 - 2020 (Callaghan),10 units
CIVL3170,Steel Design,Semester 1 - 2020 (Callaghan),10 units
CIVL3180,Theory of Structures 2,Semester 1 - 2020 (Callaghan),10 units
CIVL3280,Geomechanics 2,Semester 1 - 2020 (Callaghan),10 units
CIVL3300,Virtual Design and Construction,Not currently offered,10 units
CIVL3400,Design For Manufacturing and Assembly,Not currently offered,10 units
CIVL3410,Hydrobiological Modelling,Semester 2 - 2020 (Callaghan),10 units
CIVL3431,Land Surface Process and Management,Semester 2 - 2020 (Callaghan),10 units
CIVL3470,Contaminant Hydrogeology,Semester 2 - 2020 (Callaghan),10 units
