code,title,level,campus
NIT2202,Big Data,Bachelor,Footscray Park or VU Sydney
HBM1002,Biological Systems,Bachelor,St Albans
NMIBIO,Biology,Bachelor,Werribee
EMASBI,Biology (Ed Studies),Bachelor,Werribee
EMIBIO,Biology (Education Minor),Bachelor,Werribee
EMABIO,Biology (Education),Bachelor,Werribee
RBF1310,Biology 1,Bachelor,Footscray Park or St Albans
RBF1320,Biology 2,Bachelor,Footscray Park
NMIBIM,Biomechanics,Bachelor,Footscray Park
AHE1202,Biomechanics,Bachelor,Footscray Park
HMIBNU,Biomedical Nutrition,Bachelor,Footscray Park or St Albans
HBO1001,Biomedical Science for Osteopathy 1,Bachelor,City Flinders
HBO1002,Biomedical Science for Osteopathy 2,Bachelor,City Flinders
HBO1003,Biomedical Science for Osteopathy 3,Bachelor,City Flinders
HBO1004,Biomedical Science for Osteopathy 4,Bachelor,City Flinders
HBO2005,Biomedical Science for Osteopathy 5,Bachelor,City Flinders
HBO2006,Biomedical Science for Osteopathy 6,Bachelor,City Flinders
HBO2007,Biomedical Science for Osteopathy 7,Bachelor,City Flinders
HBO3008,Biomedical Science for Osteopathy 8,Bachelor,City Flinders
HBO3009,Biomedical Science for Osteopathy 9,Bachelor,City Flinders
HBM3204,Biomolecular Mechanisms of Disease,Bachelor,St Albans
SPE2100,Biophysical Perspectives On Movement,Bachelor,Footscray Park
HMIBIO,Bioscience,Bachelor,St Albans
HMG7210,Biostatistics,Postgraduate,St Albans
NMABIT,Biotechnology,Bachelor,Footscray Park or Werribee
AET4010,Blended Learning Design and Development,Postgraduate,Footscray Park
BHO5504,Brand and Product Management,Postgraduate,City Flinders or VU Sydney
ASA5023,Building Capacity and Mobilising Civil Society,Postgraduate,Footscray Park
NMIBCP,Building Compliance,Bachelor,Footscray Park
NBC2004,Building and Construction Studies,Bachelor,Footscray Park
NBC2101,Building and Construction Surveying,Bachelor,Footscray Park
NBD2002,Building Contract Documentation,Bachelor,Footscray Park
NBD1101,Building Design Documentation,Bachelor,Footscray Park
NBD3103,Building Design Studio 1,Bachelor,Footscray Park
NBD3104,Building Design Studio 2,Bachelor,Footscray Park
NEA2201,Building Development and Compliance,Bachelor,Footscray Park
VQT6061,Building Fire Research A,Postgraduate,City Flinders
VQT6062,Building Fire Research B,Postgraduate,City Flinders
NEF2201,Building HVAC Systems,Bachelor,Footscray Park
NBC2005,Building Materials,Bachelor,Footscray Park
NBC2001,Building Planning Process,Bachelor,Footscray Park
NBC2002,Building Regulations,Bachelor,Footscray Park
NBC1112,Building Science,Bachelor,Footscray Park
NBC3003,Building Services Management,Bachelor,Footscray Park
SSM3204,Building and Sustaining Sport Participation,Bachelor,Footscray Park or Other
NBC2003,Building Systems and Services,Bachelor,Footscray Park
NBD2100,Built Environment 1,Bachelor,Footscray Park
NBD3100,Built Environment 2,Bachelor,Footscray Park
NBD1100,Built Environment Communication and Skills,Bachelor,Footscray Park
SOL2002,Bush Environments,Bachelor,Footscray Park
BCO6007,Business Analytics,Postgraduate,City Flinders or VU Sydney
BMO1192,Business Communication,Bachelor,"NA"
BLO5540,Business and Company Law,Postgraduate,City Flinders or VU Sydney
BEO6600,Business Economics,Postgraduate,City Flinders or VU Sydney
BMO2004,Business Ethics,Bachelor,City Flinders or Footscray Park
BMO5501,Business Ethics and Sustainability,Postgraduate,"City Flinders, Victoria University Online or VU Sydney"
BHO3421,Business Events,Bachelor,Footscray Park
BAO5534,Business Finance,Postgraduate,City Flinders or VU Sydney
BBB3100,Business Integrated Learning,Bachelor,Online
BCO6676,Business Intelligence Systems,Postgraduate,City Flinders or VU Sydney
VBE1006,Business Law,Bachelor,City Flinders or VU Sydney
BLO1105,Business Law,Bachelor,"City Flinders, Footscray Park or VU Sydney"
WDB1002,Business Law Principles,Bachelor,City Flinders
BBM8900,Business and Management (Full-Time),Postgraduate,"City Flinders, City Queen, Footscray Park, St Albans or Werribee"
BBM8901,Business and Management (Part-Time),Postgraduate,"City Flinders, City Queen, Footscray Park, St Albans or Werribee"
WDB1003,Business Mathematics and Statistics,Bachelor,City Flinders
BMI7000,Business Practices in China,Postgraduate,City Flinders
BCO5501,Business Process Engineering,Postgraduate,City Flinders or VU Sydney
BCO2000,Business Process Modelling,Bachelor,"City Flinders, Footscray Park or VU Sydney"
BMO6630,Business Research Methods,Postgraduate,"City Flinders, Victoria University Online or VU Sydney"
BGP7730,Business Research Project,Postgraduate,"City Flinders, Victoria University Online or VU Sydney"
BGP7711,Business Research  Proposal,Postgraduate,City Flinders or VU Sydney
BGP7712,Business Research Thesis,Postgraduate,City Flinders or VU Sydney
BEO1106,Business Statistics,Bachelor,"City Flinders, Footscray Park or VU Sydney"
BEO5539,Business Statistics,Postgraduate,City Flinders or VU Sydney
VBE1007,Business Statistics,Bachelor,City Flinders or VU Sydney
CH011,Chemistry 1,TAFE (Vocational),Footscray Nicholson
CH011A,Chemistry 1,TAFE (Vocational),Footscray Nicholson
CH022,Chemistry 2,TAFE (Vocational),Footscray Nicholson
CH033,Chemistry 3,TAFE (Vocational),Footscray Nicholson
CH033A,Chemistry 3,TAFE (Vocational),Footscray Nicholson
CH034,Chemistry 4,TAFE (Vocational),Footscray Nicholson
CH034A,Chemistry 4,TAFE (Vocational),Footscray Nicholson
CHCADV001,Facilitate the interests and rights of clients,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCADV005,Provide systems advocacy services,TAFE (Vocational),"Footscray Nicholson, Sunshine or Werribee"
CHCAGE001,Facilitate the empowerment of older people,TAFE (Vocational),"City Flinders, City King, Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCAGE003,Coordinate services for older people,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCAGE004,Implement interventions with older people at risk,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCAGE005,Provide support to people living with dementia,TAFE (Vocational),"City Flinders, City King, Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCAOD001,Work in an alcohol and other drugs context,TAFE (Vocational),"City Flinders, Footscray Nicholson, Industry, Sunshine or Werribee"
CHCAOD002,Work with clients who are intoxicated,TAFE (Vocational),"Footscray Nicholson, Sunshine or Werribee"
CHCAOD004,Assess needs of clients with alcohol and other drugs issues,TAFE (Vocational),"City Flinders, Footscray Nicholson, Industry, Sunshine or Werribee"
CHCAOD005,Provide alcohol and other drugs withdrawal services,TAFE (Vocational),"Footscray Nicholson, Sunshine or Werribee"
CHCAOD006,Provide interventions for people with alcohol and other drugs issues,TAFE (Vocational),"City Flinders, Footscray Nicholson, Industry, Sunshine or Werribee"
CHCAOD007,Develop strategies for alcohol and other drugs relapse prevention and management,TAFE (Vocational),"City Flinders, Footscray Nicholson, Industry or Sunshine"
CHCAOD008,Provide advanced interventions to meet the needs of clients with alcohol and other drugs issues,TAFE (Vocational),"City Flinders, Footscray Nicholson, Industry, Sunshine or Werribee"
CHCAOD009,Develop and review individual alcohol and other drugs treatment plans,TAFE (Vocational),"City Flinders, Footscray Nicholson, Industry, Sunshine or Werribee"
CHCCCS001,Address the needs of people with chronic disease,TAFE (Vocational),"City King, Footscray Nicholson, Footscray Park, Industry, St Albans, Sunshine, Werribee or Other"
CHCCCS002,Assist with movement,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCCCS003,Increase the safety of individuals at risk of suicide,TAFE (Vocational),"City Flinders, City King, Footscray Nicholson, Industry, St Albans or Werribee"
CHCCCS004,Assess co-existing needs,TAFE (Vocational),"City Flinders, Footscray Nicholson, Industry, Sunshine or Werribee"
CHCCCS006,Facilitate individual service planning and delivery,TAFE (Vocational),"City King, Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCCCS007,Develop and implement service programs,TAFE (Vocational),"Footscray Nicholson, Industry or Werribee"
CHCCCS009,Facilitate responsible behaviour,TAFE (Vocational),"City King, Footscray Nicholson, Sunshine or Werribee"
CHCCCS010,Maintain high standard of service,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCCCS011,Meet personal support needs,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCCCS012,Prepare and maintain beds,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCCCS014,Provide brief interventions,TAFE (Vocational),"Footscray Nicholson, Sunshine or Werribee"
CHCCCS015,Provide individualised support,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCCCS016,Respond to client needs,TAFE (Vocational),"City King, Footscray Nicholson, Industry or Werribee"
CHCCCS019,Recognise and respond to crisis situations,TAFE (Vocational),"City King, Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCCCS020,Respond effectively to behaviours of concern,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans or Werribee"
CHCCCS021,Respond to suspected abuse,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCCCS023,Support independence and wellbeing,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCCCS024,Support individuals with autism spectrum disorder,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCCCS025,Support relationships with carers and families,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCCCS026,Transport individuals,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCCCS027,Visit client residence,TAFE (Vocational),"City King, Footscray Nicholson, Sunshine or Werribee"
CHCCDE001,Support participative planning processes,TAFE (Vocational),"Footscray Nicholson, Industry or Werribee"
CHCCDE002,Develop and implement community programs,TAFE (Vocational),"Footscray Nicholson, Industry, Sunshine or Werribee"
CHCCDE003,Work within a community development framework,TAFE (Vocational),"Footscray Nicholson, Industry, Sunshine or Werribee"
CHCCDE004,Implement participation and engagement strategies,TAFE (Vocational),"Footscray Nicholson, Industry, Sunshine or Werribee"
CHCCDE007,Develop and provide community projects,TAFE (Vocational),"Footscray Nicholson, Industry, Sunshine or Werribee"
CHCCDE008,Support community action,TAFE (Vocational),Footscray Nicholson or Sunshine
CHCCDE009,Develop and support community leadership,TAFE (Vocational),Footscray Nicholson or Sunshine
CHCCDE010,Develop and lead community engagement strategies to enhance participation,TAFE (Vocational),Footscray Nicholson or Sunshine
CHCCDE011,Implement community development strategies,TAFE (Vocational),"Footscray Nicholson, Sunshine or Werribee"
CHCCDE012,Work within organisation and government structures to enable community development outcomes,TAFE (Vocational),Footscray Nicholson or Sunshine
CHCCOM001,Provide first point of contact,TAFE (Vocational),"City Flinders, City King, Footscray Nicholson, Footscray Park, Industry, St Albans, Sunshine or Werribee"
CHCCOM002,Use communication to build relationships,TAFE (Vocational),"City Flinders, City King, Footscray Nicholson, Footscray Park, Industry, Sunshine, Werribee or Other"
CHCCOM003,Develop workplace communication strategies,TAFE (Vocational),"Footscray Nicholson, Industry, Sunshine or Werribee"
CHCCOM005,Communicate and work in health or community services,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCCOM006,Establish and manage client relationships,TAFE (Vocational),"City King, Footscray Park, Werribee or Other"
CHCCSL003,Facilitate the counselling relationship and process,TAFE (Vocational),"Footscray Nicholson, Sunshine or Werribee"
CHCCSM002,Implement case management practice,TAFE (Vocational),"Industry, St Albans or Werribee"
CHCCSM005,"Develop, facilitate and review all aspects of case management",TAFE (Vocational),"Footscray Nicholson, Industry, Sunshine or Werribee"
CHCDEV001,Confirm client developmental status,TAFE (Vocational),"City King, Footscray Nicholson, Sunshine or Werribee"
CHCDEV002,Analyse impacts of sociological factors on clients in community work and services,TAFE (Vocational),"Footscray Nicholson, Industry, Sunshine or Werribee"
CHCDFV001,Recognise and respond appropriately to domestic and family violence,TAFE (Vocational),"Footscray Nicholson, Industry, Sunshine or Werribee"
CHCDFV003,Promote community awareness  of  domestic and family violence,TAFE (Vocational),"Footscray Nicholson, Industry, Sunshine or Werribee"
CHCDIS001,Contribute to ongoing skills development using a strengths-based approach,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCDIS002,Follow established person-centred behaviour supports,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCDIS003,Support community participation and social inclusion,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine or Werribee"
CHCDIS004,Communicate using augmentative and alternative communication strategies,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCDIS005,Develop and provide person-centred service responses,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCDIS007,Facilitate the empowerment of people with disability,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCDIS008,Facilitate community participation and social inclusion,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCDIS009,Facilitate ongoing skills development using a person-centred approach,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCDIS010,Provide person-centred services to people with disability with complex needs,TAFE (Vocational),"Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
CHCDIV001,Work with diverse people,TAFE (Vocational),"City Flinders, City King, Footscray Nicholson, Footscray Park, Industry, St Albans, Sunshine, Werribee or Other"
CHCDIV002,Promote Aboriginal and/or Torres Strait Islander cultural safety,TAFE (Vocational),"City Flinders, City King, Footscray Nicholson, Industry, St Albans, Sunshine, Werribee or Other"
